movie_id,user_id,rating
407887,2,4.0
468569,2,4.5
838283,2,5.0
361748,2,4.5
1156398,2,3.0
1130884,2,4.0
1375666,2,4.0
840361,2,4.5
1645089,2,5.0
1291584,2,5.0
1345836,2,3.5
1568346,2,2.5
1853728,2,3.5
993846,2,5.0
816692,2,3.0
2582802,2,4.0
1600196,2,2.0
470752,2,3.5
1392190,2,5.0
108052,3,0.5
115956,3,0.5
116225,3,5.0
58385,3,0.5
101761,3,0.5
82846,3,0.5
77416,3,0.5
66206,3,0.5
91203,3,3.5
97351,3,0.5
79945,3,3.0
82198,3,4.5
34492,3,0.5
48280,3,0.5
76618,3,0.5
84827,3,2.0
84787,3,4.0
128853,3,0.5
81454,3,5.0
78087,3,4.5
83929,3,0.5
82694,3,5.0
180093,3,0.5
95488,3,5.0
72856,3,5.0
105643,3,5.0
1190080,3,0.5
110877,4,3.0
110647,4,1.0
114323,4,2.0
112471,4,5.0
112679,4,1.0
110005,4,3.0
103994,4,5.0
110598,4,5.0
106677,4,1.0
107207,4,5.0
107507,4,5.0
107822,4,1.0
65214,4,2.0
117979,4,4.0
32904,4,5.0
45152,4,4.0
54698,4,4.0
53125,4,5.0
53291,4,5.0
58385,4,5.0
31381,4,5.0
38787,4,5.0
57546,4,4.0
117802,4,2.0
70707,4,5.0
61418,4,5.0
46912,4,5.0
104036,4,3.0
48545,4,5.0
99703,4,4.0
116209,4,1.0
105488,4,5.0
88846,4,2.0
50083,4,5.0
93191,4,1.0
50212,4,5.0
105695,4,4.0
102536,4,2.0
44706,4,5.0
64115,4,3.0
119229,4,4.0
118883,4,1.0
119164,4,4.0
119590,4,3.0
118798,4,4.0
120777,4,3.0
127723,4,4.0
120762,4,3.0
120321,4,4.0
118789,4,1.0
55614,4,5.0
100142,4,2.0
91369,4,5.0
47478,4,2.0
90756,4,4.0
61852,4,5.0
79367,4,4.0
91790,4,3.0
44079,4,5.0
36342,4,4.0
35279,4,5.0
127536,4,2.0
50783,4,4.0
166396,4,4.0
128445,4,3.0
88011,4,4.0
91605,4,4.0
126886,4,5.0
120663,4,2.0
155267,4,1.0
131325,4,2.0
118843,4,5.0
68699,4,4.0
94012,4,4.0
101669,4,5.0
185125,4,5.0
175880,4,4.0
134119,4,4.0
77269,4,4.0
104694,4,4.0
185014,4,4.0
49730,4,5.0
102138,4,4.0
102057,4,1.0
75029,4,5.0
85970,4,1.0
60176,4,3.0
218839,4,3.0
249462,4,4.0
93748,4,3.0
241303,4,1.0
219699,4,3.0
247196,4,4.0
93260,4,4.0
118694,4,3.0
251031,4,3.0
221027,4,5.0
203009,4,1.0
243493,4,3.0
162346,4,1.0
256009,4,4.0
283509,4,5.0
114709,5,4.0
113161,5,4.0
112431,5,4.0
112818,5,4.0
112697,5,3.0
114814,5,4.0
110877,5,5.0
112573,5,4.0
112384,5,3.0
112462,5,3.0
110005,5,5.0
110148,5,3.0
110367,5,4.0
103994,5,3.0
110322,5,1.0
110729,5,5.0
110912,5,5.0
110932,5,3.0
111282,5,2.0
111161,5,3.0
109040,5,3.0
109444,5,3.0
109831,5,2.0
110357,5,3.0
110475,5,4.0
111503,5,2.0
106220,5,3.0
106977,5,4.0
107206,5,4.0
107207,5,5.0
107943,5,3.0
108052,5,5.0
108071,5,4.0
108101,5,3.0
103639,5,4.0
103064,5,3.0
99348,5,5.0
96895,5,3.0
29583,5,5.0
101414,5,5.0
32910,5,5.0
100405,5,3.0
116282,5,3.0
112302,6,3.0
112453,6,3.0
112760,6,4.0
113347,6,4.0
116260,6,4.0
116839,6,3.0
114367,6,4.0
116731,6,3.0
115697,6,2.0
114825,6,4.0
115907,6,3.0
110647,6,3.0
112688,6,3.0
112679,6,4.0
113198,6,3.0
110066,6,5.0
113360,6,3.0
113670,6,5.0
110684,6,4.0
110737,6,3.0
114151,6,3.0
114571,6,1.0
111333,6,3.0
114609,6,3.0
114852,6,3.0
111667,6,4.0
104779,6,3.0
109504,6,3.0
113305,6,3.0
111686,6,3.0
111693,6,3.0
111742,6,3.0
111756,6,3.0
110027,6,3.0
106292,6,4.0
106400,6,3.0
106452,6,3.0
106873,6,3.0
107497,6,3.0
116287,6,3.0
117774,6,3.0
112368,6,4.0
117420,6,3.0
95776,6,5.0
116669,6,3.0
116353,6,4.0
115986,6,3.0
117826,6,3.0
115836,6,3.0
113253,6,3.0
116329,6,4.0
116830,6,4.0
116421,6,4.0
116409,6,5.0
114709,7,4.5
114814,7,4.5
110877,7,3.0
112384,7,4.5
112864,7,4.0
76759,7,5.0
111503,7,3.0
107144,7,5.0
107290,7,5.0
99653,7,2.0
103639,7,3.0
103064,7,2.5
96895,7,3.0
101414,7,3.5
117060,7,4.0
57012,7,4.0
116629,7,4.5
31381,7,3.0
62622,7,4.0
92099,7,4.0
116209,7,1.5
80684,7,4.0
78788,7,4.0
86190,7,4.0
54215,7,5.0
80455,7,4.5
88247,7,5.0
97165,7,1.5
88763,7,5.0
118884,7,5.0
99810,7,4.0
119488,7,3.0
120382,7,3.0
119822,7,0.5
120591,7,4.0
129387,7,1.5
75148,7,4.5
47478,7,5.0
118799,7,2.0
120660,7,3.5
63442,7,5.0
120915,7,1.5
78346,7,3.0
125439,7,4.5
145660,7,2.0
144214,7,2.5
120891,7,1.5
97428,7,3.5
167404,7,4.5
169547,7,4.0
120363,7,4.5
183523,7,1.5
195685,7,4.5
172495,7,1.5
120755,7,1.0
120903,7,3.5
102510,7,5.0
210945,7,4.0
217869,7,3.0
207201,7,4.0
215750,7,2.0
243155,7,2.0
126029,7,4.0
213149,7,0.5
212720,7,4.5
133152,7,1.0
247638,7,1.5
219965,7,1.5
272152,7,3.0
198781,7,4.0
241527,7,4.0
240772,7,4.0
120737,7,4.5
268978,7,4.5
268380,7,3.5
145487,7,3.5
121765,7,0.5
181689,7,4.0
120912,7,3.0
257044,7,3.0
286106,7,1.5
245429,7,5.0
295297,7,4.5
167261,7,4.5
264464,7,4.0
299658,7,4.5
290334,7,4.0
234215,7,4.0
286716,7,0.5
325980,7,4.5
332379,7,4.5
242653,7,2.0
325710,7,4.5
167260,7,4.0
337909,7,3.0
328107,7,4.0
69947,7,4.5
298148,7,3.5
304141,7,2.5
327162,7,2.0
364725,7,4.5
316654,7,4.5
372183,7,3.5
327554,7,1.0
368447,7,1.0
369339,7,4.5
368933,7,1.5
346156,7,1.0
356618,7,3.5
307453,7,1.0
349710,7,4.5
375063,7,4.0
387564,7,4.0
350258,7,3.5
338348,7,1.0
308644,7,2.5
368891,7,2.5
349903,7,4.0
351817,7,3.0
338751,7,3.5
293508,7,2.0
373074,7,3.5
340163,7,2.0
358082,7,1.5
385307,7,2.0
401792,7,3.5
320661,7,3.5
121766,7,1.0
372784,7,2.0
374536,7,1.0
407304,7,3.0
399201,7,4.5
379725,7,3.5
380389,7,3.5
395251,7,4.5
376994,7,4.0
317219,7,4.5
410297,7,1.0
452637,7,0.5
348150,7,1.0
407887,7,1.0
418689,7,4.5
396171,7,2.5
381061,7,4.5
453467,7,3.5
457939,7,0.5
443489,7,3.0
113497,8,4.0
113189,8,2.0
112346,8,4.0
113161,8,4.0
114746,8,3.0
112431,8,5.0
112697,8,3.0
114369,8,4.0
114814,8,5.0
112573,8,3.0
115685,8,3.0
112384,8,4.0
112462,8,2.0
113957,8,5.0
114898,8,3.0
109686,8,4.0
109707,8,3.0
113117,8,3.0
110099,8,3.0
110148,8,5.0
110638,8,3.0
114069,8,3.0
110912,8,4.0
111070,8,3.0
111161,8,5.0
114924,8,3.0
109830,8,3.0
109831,8,5.0
110357,8,5.0
110475,8,3.0
111257,8,4.0
111503,8,5.0
109439,8,1.0
106673,8,3.0
106977,8,3.0
107290,8,4.0
107614,8,2.0
108052,8,5.0
108160,8,3.0
99785,8,3.0
99653,8,3.0
99348,8,5.0
96895,8,3.0
102926,8,4.0
100405,8,3.0
109445,9,4.0
113613,9,3.0
43014,9,4.0
33467,9,5.0
104692,9,2.0
104348,9,4.0
82971,9,5.0
88763,9,5.0
90329,9,4.0
81383,9,2.0
96874,9,3.0
99088,9,4.0
99674,9,3.0
63462,9,5.0
79714,9,2.0
146838,9,2.0
70666,9,3.0
96320,9,1.0
120737,9,5.0
268380,9,4.0
121765,9,3.0
181689,9,4.0
295178,9,5.0
295701,9,1.0
246460,9,3.0
77713,9,1.0
110308,9,4.0
268126,9,5.0
167261,9,5.0
217505,9,4.0
75968,9,4.0
85794,9,4.0
110912,10,1.0
109830,10,3.5
103639,10,4.0
100405,10,3.5
34583,10,4.0
58331,10,0.5
92890,10,3.0
61722,10,3.0
98635,10,3.0
119822,10,3.5
120762,10,4.0
133093,10,0.5
125439,10,3.5
167404,10,0.5
169547,10,1.0
137523,10,0.5
172495,10,4.0
204946,10,3.0
243155,10,3.5
126029,10,4.5
120737,10,4.0
268978,10,4.0
281358,10,3.0
276751,10,3.5
256415,10,3.0
252076,10,3.0
167261,10,4.0
266543,10,3.5
333780,10,4.0
314331,10,4.0
337741,10,4.0
167260,10,4.0
360139,10,4.5
343660,10,3.5
337697,10,4.0
377092,10,3.5
332452,10,5.0
362227,10,3.5
332280,10,5.0
316654,10,3.5
372183,10,3.5
368933,10,3.0
317198,10,3.5
308644,10,1.0
395169,10,3.5
386588,10,4.5
356910,10,3.0
372784,10,5.0
414387,10,3.0
416320,10,2.5
454921,10,3.0
381061,10,5.0
457939,10,5.0
416449,10,3.0
482088,10,4.5
416508,10,1.5
440963,10,3.5
467406,10,3.5
988595,10,3.0
832266,10,3.5
468569,10,4.5
866439,10,2.5
1033643,10,2.0
795421,10,3.0
497465,10,2.0
852713,10,2.5
830515,10,3.5
1099212,10,4.5
1068680,10,0.5
1001508,10,3.5
1049413,10,4.0
417741,10,3.0
1142988,10,3.0
1135503,10,0.5
1174732,10,5.0
1193138,10,2.5
1259571,10,3.0
1315981,10,3.5
780521,10,3.5
499549,10,2.5
988045,10,3.0
817230,10,3.0
1325004,10,3.0
1323594,10,5.0
1282140,10,3.5
1504320,10,5.0
398286,10,3.5
758752,10,3.5
1411238,10,3.5
1067583,10,3.0
1302011,10,3.5
1570728,10,4.0
1454029,10,3.0
1324999,10,3.0
1345836,10,5.0
1675434,10,5.0
1412386,10,4.5
1217209,10,4.0
1915581,10,4.0
948470,10,3.0
1667889,10,3.5
1074638,10,5.0
454876,10,1.0
1673434,10,3.0
1690953,10,4.0
2334879,10,4.0
2194499,10,4.0
2390361,10,2.5
1170358,10,3.5
2294629,10,4.5
993846,10,1.0
2140373,10,2.0
2278388,10,0.5
816692,10,0.5
2802144,10,1.0
2555736,10,3.5
2379713,10,5.0
2361509,10,5.0
113277,11,5.0
113189,11,3.0
112818,11,4.0
113855,11,2.0
115759,11,3.0
112573,11,5.0
112384,11,5.0
112462,11,3.0
112864,11,3.0
113243,11,4.0
114898,11,3.0
114069,11,4.0
111161,11,4.0
109444,11,5.0
109830,11,5.0
110478,11,3.0
110997,11,2.0
111257,11,3.0
111503,11,4.0
106582,11,3.0
106977,11,5.0
107144,11,3.0
107206,11,4.0
107290,11,4.0
108065,11,5.0
103064,11,4.0
102926,11,5.0
117060,11,4.0
117500,11,4.0
117998,11,4.0
116629,11,4.0
92099,11,5.0
86190,11,4.0
117666,11,4.0
99423,11,3.0
105690,11,3.0
116996,11,1.0
104691,11,5.0
118928,11,3.0
118771,11,4.0
118880,11,4.0
119094,11,3.0
118884,11,5.0
119173,11,4.0
118883,11,4.0
119695,11,4.0
118571,11,4.0
119874,11,3.0
119395,11,3.0
118607,11,5.0
119217,11,4.0
120338,11,5.0
119822,11,5.0
120685,11,2.0
120591,11,4.0
122151,11,4.0
129387,11,4.0
104714,11,2.0
120815,11,5.0
112697,12,4.0
112679,12,5.0
110367,12,4.5
110527,12,3.0
109831,12,3.5
31381,12,4.5
107048,12,3.5
117631,12,5.0
120338,12,5.0
120647,12,3.5
96734,12,5.0
88161,12,3.5
91326,12,3.0
147800,12,5.0
151738,12,5.0
97428,12,5.0
249462,12,4.5
207201,12,4.5
256415,12,4.0
314331,12,5.0
332280,12,5.0
414387,12,5.0
1099212,12,5.0
114369,13,5.0
110907,13,1.0
100405,13,3.0
97108,13,3.0
82971,13,5.0
119081,13,4.0
120102,13,3.0
118842,13,4.0
120338,13,4.0
91790,13,3.0
94721,13,3.0
139134,13,2.0
133093,13,5.0
134847,13,4.0
195714,13,2.0
160797,13,3.0
172495,13,5.0
184894,13,4.0
187078,13,3.0
187393,13,4.0
120903,13,4.0
161081,13,4.0
209958,13,4.0
171580,13,3.0
181875,13,4.0
190332,13,5.0
208092,13,5.0
212985,13,4.0
114319,14,3.0
112281,14,1.0
113627,14,4.0
114746,14,4.0
112697,14,3.0
114369,14,5.0
115759,14,5.0
112573,14,5.0
112384,14,4.0
112462,14,2.0
114436,14,3.0
109686,14,3.0
110322,14,5.0
110638,14,5.0
110632,14,4.0
110912,14,3.0
111161,14,3.0
108550,14,5.0
114924,14,4.0
109040,14,2.0
109830,14,4.0
110475,14,1.0
110997,14,4.0
111257,14,3.0
111756,14,4.0
106582,14,4.0
107290,14,3.0
107818,14,3.0
107822,14,5.0
108002,14,3.0
108052,14,3.0
108160,14,4.0
108333,14,3.0
108358,14,4.0
99785,14,3.0
99348,14,4.0
96895,14,2.0
102926,14,4.0
100405,14,3.0
115798,14,1.0
114709,15,2.5
113855,15,1.0
114369,15,3.5
112642,15,1.0
113481,15,1.0
76759,15,5.0
110413,15,3.0
110912,15,4.0
111161,15,5.0
109830,15,5.0
110357,15,3.0
108052,15,5.0
103639,15,3.0
103064,15,5.0
32910,15,2.0
116629,15,3.5
116225,15,2.0
68646,15,4.0
80684,15,5.0
82971,15,4.0
90605,15,5.0
86190,15,5.0
78748,15,5.0
88247,15,4.0
107048,15,3.5
88763,15,5.0
87800,15,3.0
119116,15,3.0
119177,15,4.5
120902,15,2.5
97733,15,5.0
96874,15,5.0
99088,15,4.0
120815,15,3.5
97757,15,3.0
55254,15,1.5
122690,15,2.5
120586,15,4.5
133093,15,4.0
167404,15,3.0
169547,15,4.0
100802,15,4.5
137523,15,2.5
120689,15,5.0
182789,15,5.0
100157,15,4.0
186151,15,5.0
144084,15,3.5
141926,15,4.0
172495,15,5.0
187393,15,3.0
180093,15,4.0
217869,15,3.0
207201,15,4.0
162222,15,3.5
209144,15,1.5
126029,15,3.0
212720,15,4.0
230600,15,5.0
198781,15,3.5
120737,15,3.5
268978,15,5.0
181689,15,4.0
245429,15,3.0
167261,15,3.5
96283,15,2.0
264464,15,5.0
266543,15,3.0
289043,15,3.5
266697,15,3.0
289879,15,3.5
378194,15,3.0
298148,15,2.5
343818,15,3.5
121766,15,5.0
472043,15,4.5
206634,15,3.0
482571,15,4.5
382932,15,3.0
480249,15,3.5
468569,15,2.0
371746,15,2.0
910970,15,3.5
397892,15,3.0
1205489,15,4.0
1182345,15,3.0
1049413,15,3.5
1022603,15,4.0
1136608,15,3.5
472033,15,4.0
499549,15,3.0
1375666,15,3.5
1219289,15,5.0
1385826,15,4.5
945513,15,3.5
848228,15,2.0
1392170,15,3.0
1345836,15,2.0
1446714,15,3.0
1276104,15,3.0
454876,15,4.0
1853728,15,1.0
1483013,15,4.0
816711,15,3.5
1454468,15,4.5
1535109,15,4.0
2278388,15,2.0
816692,15,4.0
1843866,15,1.5
1631867,15,4.5
2267998,15,4.5
2015381,15,1.5
2911666,15,2.0
470752,15,2.0
1823672,15,2.5
1392190,15,2.0
2488496,15,5.0
1431045,15,2.0
1211837,15,2.0
3385516,15,1.0
3659388,15,4.0
2096673,15,4.5
3682448,15,3.0
1179933,15,5.0
2948356,15,3.0
1700841,15,3.5
3263904,15,3.5
3748528,15,5.0
1355644,15,3.5
114369,16,3.5
114814,16,4.0
75314,16,4.5
114781,16,2.0
76759,16,3.0
110413,16,4.0
110912,16,3.0
111161,16,4.0
109830,16,3.5
108052,16,4.0
83658,16,4.5
102926,16,3.0
116282,16,4.5
57012,16,4.5
116225,16,4.0
68646,16,2.5
47396,16,3.5
34583,16,3.5
33870,16,4.0
33467,16,3.5
105236,16,4.0
71853,16,4.0
108598,16,4.0
98724,16,3.5
105488,16,2.5
73486,16,4.0
80684,16,3.0
93779,16,4.0
82971,16,3.5
88846,16,5.0
60196,16,3.0
50083,16,4.0
56592,16,4.0
78788,16,4.0
99685,16,3.5
78748,16,4.0
54215,16,3.0
93058,16,4.5
104361,16,4.0
75686,16,4.0
61722,16,4.0
71315,16,4.5
22100,16,4.0
92991,16,4.0
56218,16,4.0
61512,16,4.0
32553,16,3.0
87553,16,4.0
119488,16,3.5
120148,16,3.5
119217,16,3.5
47478,16,4.0
79367,16,3.5
120586,16,3.5
120863,16,1.5
120784,16,3.0
133093,16,3.5
81573,16,3.0
137363,16,3.5
167404,16,3.5
169547,16,3.5
137523,16,3.5
119698,16,4.0
17925,16,3.5
101889,16,4.0
125664,16,3.5
86979,16,4.0
69762,16,4.0
180093,16,4.0
93748,16,3.5
208092,16,3.0
209144,16,4.5
246578,16,3.5
211915,16,4.0
120737,16,3.5
245429,16,4.5
167261,16,3.5
96283,16,4.0
92067,16,3.5
167260,16,3.5
338013,16,3.5
364569,16,4.0
457430,16,4.0
468569,16,4.5
910970,16,4.0
1049413,16,4.0
435761,16,4.5
1375666,16,3.0
1345836,16,4.5
114709,17,4.5
113855,17,3.5
114369,17,4.0
114814,17,4.5
112573,17,4.5
75314,17,4.0
112384,17,3.5
76759,17,5.0
110413,17,3.5
110912,17,5.0
111161,17,5.0
109830,17,5.0
107290,17,4.5
108052,17,4.5
83658,17,3.5
103064,17,4.5
99348,17,4.5
96895,17,4.5
102926,17,4.5
57012,17,4.5
116629,17,4.0
68646,17,5.0
45152,17,3.5
47396,17,4.0
53291,17,3.5
43274,17,4.5
95016,17,4.0
105236,17,4.0
91763,17,4.5
101761,17,4.0
73486,17,4.5
80684,17,5.0
93779,17,3.5
82971,17,4.5
60196,17,5.0
66921,17,5.0
64116,17,3.5
86190,17,5.0
99685,17,4.5
71562,17,4.5
93058,17,4.5
81398,17,4.5
70735,17,4.0
88247,17,5.0
71315,17,4.0
81505,17,4.0
92005,17,4.0
77416,17,4.0
88763,17,4.5
97576,17,4.0
117666,17,3.0
88170,17,3.5
118715,17,5.0
91369,17,4.0
47478,17,3.5
120815,17,4.5
94226,17,4.0
120586,17,4.5
151804,17,4.5
133093,17,5.0
97428,17,3.5
167404,17,4.0
169547,17,4.0
137523,17,4.5
86465,17,4.5
120689,17,4.5
36775,17,3.5
75029,17,4.0
59578,17,4.5
79501,17,3.5
180093,17,4.5
209144,17,4.0
96928,17,4.0
120737,17,4.5
245429,17,5.0
167261,17,5.0
96283,17,4.0
317248,17,4.5
92067,17,5.0
327056,17,3.5
167260,17,4.5
70034,17,4.0
364569,17,4.0
347149,17,4.5
372784,17,4.0
457430,17,4.5
407887,17,4.0
468569,17,4.5
910970,17,3.5
1125849,17,3.5
361748,17,4.0
796366,17,4.5
435761,17,4.0
1375666,17,4.5
1285016,17,4.0
964517,17,3.5
1403865,17,4.0
110989,18,2.5
46912,18,4.0
104348,18,4.0
64116,18,5.0
41959,18,4.5
87843,18,4.5
100150,18,4.0
22100,18,4.0
52077,18,2.5
48750,18,3.0
79817,18,4.0
84602,18,3.5
100507,18,3.0
97647,18,3.0
202677,18,4.0
94291,18,4.0
54047,18,4.0
228786,18,4.0
51201,18,4.5
69281,18,4.5
293662,18,3.5
250258,18,4.0
253754,18,2.5
101410,18,4.5
172156,18,2.0
285823,18,3.0
74119,18,4.0
306047,18,0.5
100404,18,3.5
335345,18,2.5
301357,18,3.0
350258,18,4.0
375912,18,3.5
388789,18,4.5
388482,18,3.0
399146,18,4.0
379725,18,4.0
438097,18,3.5
417148,18,1.0
479884,18,3.0
418455,18,4.0
479143,18,3.5
488120,18,4.5
780571,18,3.0
460740,18,2.5
486576,18,2.5
765443,18,4.5
465538,18,4.0
452623,18,4.5
462499,18,2.5
411477,18,3.5
200465,18,3.5
451079,18,4.0
1007028,18,3.5
430922,18,3.5
986233,18,4.5
1132620,18,4.5
1131729,18,4.5
473705,18,4.0
458525,18,4.0
1152836,18,4.0
1054606,18,3.5
1234548,18,3.0
978762,18,4.5
1190080,18,3.0
433362,18,3.5
1037705,18,3.5
1343097,18,4.5
1216487,18,4.5
1289406,18,4.0
1231587,18,3.0
800320,18,2.5
429493,18,3.0
944835,18,3.0
1386588,18,3.0
1320253,18,3.5
985694,18,3.5
840361,18,4.0
1458175,18,4.5
990407,18,3.0
1189340,18,4.5
993842,18,3.5
1416801,18,4.0
1298650,18,3.0
1614989,18,4.0
1637725,18,2.5
1212450,18,4.0
1990314,18,4.0
1371111,18,3.5
2313197,18,4.0
1321870,18,3.5
2166834,18,4.0
1408101,18,4.0
1670345,18,4.0
1535108,18,3.5
1430132,18,4.0
1650554,18,3.0
1392214,18,3.0
1981115,18,3.5
1951264,18,4.0
1170358,18,3.5
2562232,18,3.5
1605717,18,4.0
1600196,18,3.5
1951265,18,3.5
2980516,18,4.0
2305051,18,3.5
2395427,18,3.5
478970,18,4.0
3896198,18,4.0
3498820,18,3.0
3385516,18,4.0
2250912,18,3.5
4226388,18,3.5
2660888,18,3.5
3569230,18,4.0
1895587,18,4.5
1596363,18,4.0
3845232,18,4.0
3799694,18,4.0
4048272,18,3.5
3110958,18,3.5
4196776,18,3.0
2582782,18,4.0
2404435,18,3.5
2140479,18,3.5
2543164,18,3.0
1355644,18,4.0
3315342,18,4.0
4649466,18,3.5
5027774,18,4.5
1665071,18,4.5
112453,19,3.0
110737,19,2.0
114151,19,2.0
114609,19,3.0
113409,19,3.0
109297,19,3.0
107413,19,2.0
110763,19,2.0
116514,19,2.0
113613,19,2.0
62711,19,4.0
120004,19,1.0
36855,19,3.0
38109,19,4.0
53271,19,3.0
103678,19,2.0
115535,19,2.0
90655,19,2.0
83722,19,2.0
118829,19,2.0
115744,19,2.0
120133,19,3.0
119324,19,2.0
119707,19,3.0
118744,19,1.0
120725,19,2.0
120800,19,1.0
52077,19,2.0
95742,19,3.0
97981,19,1.0
101917,19,2.0
134619,19,2.0
88814,19,3.0
65566,19,2.0
82199,19,4.0
82263,19,3.0
91149,19,3.0
119778,19,2.0
48750,19,3.0
36342,19,3.0
34248,19,3.0
17075,19,3.0
91680,19,2.0
47573,19,3.0
144120,19,2.0
120877,19,2.0
91653,19,2.0
90768,19,3.0
90660,19,2.0
90917,19,1.0
145893,19,4.0
144814,19,2.0
57129,19,3.0
118665,19,1.0
90837,19,1.0
133046,19,2.0
125971,19,3.0
95652,19,2.0
92796,19,2.0
67525,19,3.0
83254,19,2.0
105156,19,2.0
119908,19,2.0
134983,19,1.0
120662,19,1.0
87265,19,2.0
98645,19,2.0
85919,19,2.0
89643,19,2.0
85701,19,3.0
210616,19,2.0
92563,19,3.0
204175,19,2.0
106627,19,2.0
95863,19,1.0
138703,19,1.0
112302,20,1.0
112453,20,4.0
113198,20,4.5
113670,20,4.5
108071,20,4.5
95776,20,3.0
58385,20,4.5
116329,20,3.5
50798,20,4.0
109127,20,2.0
42332,20,4.5
57546,20,5.0
33563,20,4.5
76538,20,3.0
66817,20,3.0
43274,20,3.5
92890,20,4.5
56869,20,3.5
118829,20,4.0
119282,20,4.5
118617,20,4.5
120347,20,3.0
120647,20,2.0
120762,20,5.0
55614,20,5.0
34492,20,4.0
88814,20,4.0
91149,20,3.5
120783,20,3.5
104940,20,5.0
55254,20,4.0
46183,20,4.5
100477,20,4.5
76618,20,3.0
53285,20,4.0
77869,20,2.5
61584,20,5.0
83791,20,4.0
90633,20,4.5
88323,20,4.5
120587,20,3.5
63462,20,5.0
120794,20,5.0
41650,20,2.0
49408,20,3.5
120855,20,4.5
91419,20,4.5
129167,20,4.5
131325,20,2.5
63823,20,4.0
70608,20,5.0
164912,20,3.0
120910,20,5.0
156812,20,3.5
134847,20,3.0
190138,20,3.5
87755,20,5.0
100758,20,4.0
138749,20,3.5
186151,20,3.0
122459,20,3.0
141926,20,3.0
198021,20,3.0
130623,20,2.5
184894,20,2.0
177971,20,4.5
219854,20,2.5
204946,20,2.5
249462,20,4.5
216216,20,2.5
170016,20,3.5
190865,20,2.0
120917,20,4.5
92695,20,3.5
236493,20,3.5
227538,20,0.5
209163,20,0.5
183790,20,3.5
213149,20,4.0
244244,20,3.5
230011,20,1.5
146316,20,0.5
232500,20,2.0
203119,20,3.5
173840,20,3.5
95489,20,3.5
163025,20,1.5
162346,20,3.0
247638,20,4.0
252866,20,3.0
261392,20,1.0
266987,20,3.5
268397,20,4.0
280707,20,4.5
277027,20,4.0
285742,20,4.0
108037,20,4.0
247745,20,3.0
268695,20,2.0
187738,20,3.0
277296,20,0.5
250797,20,4.0
278504,20,4.0
253556,20,2.0
295701,20,0.5
289765,20,3.5
76666,20,4.0
84814,20,4.0
300471,20,3.0
287978,20,2.0
106701,20,1.5
311289,20,4.0
90264,21,4.5
89880,21,3.0
82398,21,4.5
97742,21,4.5
17925,21,4.0
64757,21,4.5
76752,21,4.5
71807,21,4.5
100403,21,2.5
66995,21,4.5
93428,21,4.0
101757,21,2.5
91949,21,4.0
61452,21,2.0
106701,21,2.0
172156,21,3.5
62512,21,4.5
86034,21,4.5
86006,21,5.0
72901,21,3.0
293508,21,3.0
385307,21,3.5
388482,21,3.5
436058,21,2.5
387808,21,5.0
808146,21,2.0
758766,21,3.5
329737,21,0.5
413267,21,4.5
481141,21,3.5
411477,21,3.0
489099,21,2.0
974959,21,2.5
960144,21,3.0
795421,21,3.5
